"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
Pengirim Lama ? Tolong Kurir Nya Jangan Males�An anj,2,0,kirim tolong kurir males,358,2,2,0.8475,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['kirim', 'tolong', 'kurir', 'males']"
"kenapa sekarang ongkirnya mahal bgt, pdhl udah pake voucher gratis ongkir. tolong kembalikan seperti dulu!!!",1,0,ongkirnya mahal pdhl pake voucher gratis ongkir tolong,320,2,2,0.8465,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['ongkir', 'mahal', 'pdhl', 'pakai', 'voucher', 'gratis', 'ongkir', 'tolong']"
Banyak yg jualnya nipu..hati hati aja,1,0,jual nipu hati hati,318,2,2,0.8456,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['jual', 'tipu', 'hati', 'hati']"
Udah malas pake lazada banyak toko yg gk jujurnya..,1,0,malas pake toko jujur,325,2,2,0.8451,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['malas', 'pakai', 'toko', 'jujur']"
"Disini banyak toko penipuan, dan sangatlah merugikan pelanggan.",1,0,toko tipu rugi langgan,201,2,2,0.8447,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['toko', 'tipu', 'rugi', 'langgan']"
"Sbnernya yang kutunggu di apl ini adalah fitur ""bayar nanti"" seperti ""pay later"" di shopee yg bisa diangsur dgn bunga ringan. Tp ternyata bayar nanti ga ky gitu, bayarnya harus cash + biaya layanan ""tiap hari"" begitu yg kubaca, auto males gw jadinya.",3,1,sbnernya tunggu apl fitur bayar pay later angsur bunga ringan bayar bayar cash biaya layan baca auto males,780,2,2,0.8436,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['sbnernya', 'tunggu', 'aplikasi', 'fitur', 'bayar', 'bayar', 'later', 'angsur', 'bunga', 'ringan', 'bayar', 'bayar', 'cash', 'biaya', 'layan', 'baca', 'auto', 'males']"
Terlalu banyak fitur untuk merangkul banyak Seller dan buyer,3,1,fitur rangkul seller buyer,477,2,,0.8395,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['fitur', 'rangkul', 'seller', 'buyer']"
"awalnya lancar aja pake sopi tapi akhir� ini rada kecewa, masalah fitur it's oke tapi banyak seller sekarang yg kaya ganiat jualan sering salah kirim type padahal udah di kasih keterangan. Untung bisa return. Tapi jadi menurun aja rasa percaya pembeli",3,1,lancar pake rada fitur it seller kaya ganiat jual salah kirim type terang untung return turun percaya beli,784,2,,0.8378,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['lancar', 'pakai', 'rada', 'fitur', 'it', 'seller', 'kaya', 'ganiat', 'jual', 'salah', 'kirim', 'type', 'terang', 'untung', 'return', 'turun', 'percaya', 'beli']"
sebagai driver ojol sering sy kecewa karena ongkir yg sangat murah kalo lagi dapat argo jauh sering sy cancel,3,1,driver ojol ongkir murah argo cancel,598,2,,0.8359,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['driver', 'ojol', 'ongkir', 'murah', 'argo', 'cancel']"
"hati hati buat kalian,pihak lazada tidak mengontrol seller mereka,banyak penipuan yang buka lapak di lazada ini, kalau pihak lazada tidak mengontrol penipuan ini maka banyak yang akan takut beli online",1,0,hati hati kontrol seller tipu kontrol tipu takut beli online,444,2,,0.8355,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['hati', 'hati', 'kontrol', 'seller', 'tipu', 'kontrol', 'tipu', 'takut', 'beli', 'online']"
"Tolonh di tingkatkan lagi aplikasinya untuk pengiriman yang gratis ongkir, si pembeli bisa memilih kurir jgn otomatis. Klo kedapetan kurir anteraja lama bgt jakarta to jakarta aja 3 hari baru sampe rmh dari awal di pickup. Klo tidak di hapus saja kurir anteraja nya terima kasih",4,2,tolonh tingkat aplikasi kirim gratis ongkir beli pilih kurir jgn otomatis kedapetan kurir anteraja jakarta jakarta sampe rmh pickup hapus kurir anteraja,853,2,,0.8314,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolonh', 'tingkat', 'aplikasi', 'kirim', 'gratis', 'ongkir', 'beli', 'pilih', 'kurir', 'jangan', 'otomatis', 'kedapetan', 'kurir', 'anteraja', 'jakarta', 'jakarta', 'sampai', 'rumah', 'pickup', 'hapus', 'kurir', 'anteraja']"
Sekarang Ndak seru dpt gratis ongkir harus beli 30.000 mana potongannya cuman 10.000 lagii ?? masa iyaa beli ongkir gratis barang??,3,1,ndak seru gratis ongkir beli potong cuman iyaa beli ongkir gratis barang,774,2,,0.8307,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tidak', 'seru', 'gratis', 'ongkir', 'beli', 'potong', 'cuman', 'iyaa', 'beli', 'ongkir', 'gratis', 'barang']"
"awalny ongkir gratis,,skrg belanjan 100rb+ pun kena ongkir",3,1,awalny ongkir gratis skrg belanjan rb ongkir,604,2,,0.8262,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['awalny', 'ongkir', 'gratis', 'sekarang', 'belanjan', 'ribu', 'ongkir']"
Tolong dunk di tokopedia bisa pilih jasa kirimm.....di toko shope bs pilih jasa kirim..ini di toopedia knp rata2 pengiriman di oper ke anteraja ya??..lelet bgt kirimny ..masa iya jkt jkt 3 hari si,2,0,tolong pilih jasa kirimm toko shope pilih jasa kirim toopedia kirim oper anteraja lelet kirimny jkt jkt,38,2,,0.8217,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolong', 'pilih', 'jasa', 'kirimm', 'toko', 'shope', 'pilih', 'jasa', 'kirim', 'toopedia', 'kirim', 'oper', 'anteraja', 'lambat', 'kirimny', 'jakarta', 'jakarta']"
Saya agak merasa kecewa dengan voucher gratis ongkir pengguna baru... Padahal saya udah punya 3 akun dan setiap jadi pengguna baru kalo pakai voucher gratis ongkir selalu terpotong semua ongkirnya... Tp kok sekarang saya buat akun baru . Saya coba checkout kepotongnya cuma 10rb ongkirnya??? Saya kecewa min,2,0,voucher gratis ongkir akun pakai voucher gratis ongkir potong ongkirnya akun checkout potong rb ongkirnya,19,2,,0.8202,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['voucher', 'gratis', 'ongkir', 'akun', 'pakai', 'voucher', 'gratis', 'ongkir', 'potong', 'ongkir', 'akun', 'checkout', 'potong', 'ribu', 'ongkir']"
Tolong Tambahkan Kolom Varian Warna Dan Ukuran ya Kaka. Untuk Seller Kesusaham memasukan Varian Warna Dan Ukuran,3,1,tolong kolom varian warna ukur seller kesusaham pasu varian warna ukur,772,2,,0.7969,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolong', 'kolom', 'varian', 'warna', 'ukur', 'seller', 'kesusaham', 'pasu', 'varian', 'warna', 'ukur']"
Potongan gratis ongkir nya kok hilang,3,1,potong gratis ongkir hilang,462,2,,0.7965,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['potong', 'gratis', 'ongkir', 'hilang']"
"2017 masih ada ongkir? Semoga free ongkir di awal th 2017 dan seterusnya toko sebelah aja semua rata rata udah free ongkir, 2017 juga semoga ada sistem cod, toko sebelah aja rata rata udah ada cod semua, jgn perbaikam di appnya saja, sistem pembayaran, pembelian dan kreditnya juga perlu di perbaiki agar lebih mudah di gunakan, supaya pelanggan setia elv ga pindah ke toko sebelah :)",3,1,ongkir free ongkir th toko belah free ongkir sistem cod toko belah cod jgn perbaikam appnya sistem bayar beli kredit mudah langgan setia elv pindah toko belah,537,2,,0.8188,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['ongkir', 'free', 'ongkir', 'th', 'toko', 'belah', 'free', 'ongkir', 'sistem', 'cod', 'toko', 'belah', 'cod', 'jangan', 'perbaikam', 'appnya', 'sistem', 'bayar', 'beli', 'kredit', 'mudah', 'langgan', 'setia', 'elv', 'pindah', 'toko', 'belah']"
shoppe sekarang ongkir nya mehong banget ya padahal udah pake vhocher gratis ongkir tapi tetep aja mehong payah si. dan pengiriman nya juga lelet biasanya 3/4harian udah sampe ini smpk seminggu lebih baru dateng astaga kecewa bngt si,2,0,shoppe ongkir mehong pake vhocher gratis ongkir tetep mehong kirim lelet sampe smpk minggu dateng astaga,101,2,,0.816,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['shoppe', 'ongkir', 'mahal', 'pakai', 'vhocher', 'gratis', 'ongkir', 'tetep', 'mahal', 'kirim', 'lambat', 'sampai', 'smpk', 'minggu', 'dateng', 'astaga']"
Tolong dong di perbaiki toko toko nya yang sering jual barang bagus dngn harga yang gk sesuai dan juga barang yang d jual apa masak ngirim nya beda yang d deskripsi produk...sama d perbaiki lagi kalok ada toko yang menipu tolong gampangin lah cara ngelaporin ke lazada nya lngsung....sekian aja buat saran maksih,2,0,tolong toko toko jual barang harga sesuai barang jual masak ngirim beda deskripsi produk kalok toko tipu tolong gampangin ngelaporin lngsung sekian saran maksih,309,2,,0.8147,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolong', 'toko', 'toko', 'jual', 'barang', 'harga', 'sesuai', 'barang', 'jual', 'masak', 'ngirim', 'beda', 'deskripsi', 'produk', 'kalok', 'toko', 'tipu', 'tolong', 'gampangin', 'ngelaporin', 'lngsung', 'sekian', 'saran', 'maksih']"
IT nya parah...kerjasama nya dgn costumer ga baik..janji 3hari utk complain tp nelp berkali kali tetap ga ada solusi,1,0,it kerjasama costumer janji utk complain nelp solusi,22,2,,0.814,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['it', 'kerjasama', 'costumer', 'janji', 'untuk', 'complain', 'nelp', 'solusi']"
Saya nggak ada pesan barang malah dikirim,1,0,pesan barang kirim,49,2,,0.8125,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['pesan', 'barang', 'kirim']"
barang datang tidak sesuai deskripsi Itu sangat mengecewakan,1,0,barang sesuai deskripsi,242,2,,0.8125,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'sesuai', 'deskripsi']"
Mahal mahal bok...,1,0,mahal mahal bok,299,2,,0.8125,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['mahal', 'mahal', 'bok']"
Gambar  barangnya nya kurang spesifik,3,1,gambar barang spesifik,714,2,,0.8125,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['gambar', 'barang', 'spesifik']"
Sesuai dengan deskripsi dan gambar,5,2,sesuai deskripsi gambar,884,2,,0.8125,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['sesuai', 'deskripsi', 'gambar']"
Barang pesanan selalu sesuai..terimakasih,5,2,barang pesan sesuai,980,2,,0.8125,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'pesan', 'sesuai']"
"Menyenangkan,, banyak discount&bebas ongkir",5,2,discount bebas ongkir,984,2,,0.8125,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['discount', 'bebas', 'ongkir']"
Barang Bagus 100% ori Cuma pengirimannya aja yg kurang puas,3,1,barang ori kirim,567,2,,0.8122,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'asli', 'kirim']"
"ori, pengiriman tepat waktu, bisa cod",5,2,ori kirim cod,850,2,,0.8122,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['asli', 'kirim', 'cod']"
Kecewa dengan lapaknya beli nya barang apa dikirimnya apa,1,0,beli barang kirim,142,2,,0.8118,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beli', 'barang', 'kirim']"
Jangan beli barang disini karena pengiriman nya lama,1,0,beli barang kirim,190,2,,0.8118,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beli', 'barang', 'kirim']"
Tarif sangat mahal di banding GRAB,3,1,tarif mahal banding,681,2,,0.8117,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tarif', 'mahal', 'banding']"
Banyak seller penipu.... Tapi gak diberi sangsi oleh lazada,1,0,seller tipu sangsi,341,2,,0.8107,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['seller', 'tipu', 'sangsi']"
Barangnya ok sesuai semua ga kaya yg satunya,3,1,barang sesuai kaya,703,2,,0.8107,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'sesuai', 'kaya']"
Terimakasih barang dikirim cepat,5,2,barang kirim cepat,931,2,,0.8107,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'kirim', 'cepat']"
Barang cepat nyampe,5,2,barang cepat nyampe,966,2,,0.8107,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'cepat', 'nyampe']"
Barang bagus pengiriman cepat,5,2,barang kirim cepat,828,2,,0.8106,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'kirim', 'cepat']"
Barang barangnya cuma sedikit. Harganya juga diatas rata rata,1,0,barang barang harga,146,2,,0.8105,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'barang', 'harga']"
Lumayan mahal mahal harganya,3,1,mahal mahal harga,459,2,,0.8105,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['mahal', 'mahal', 'harga']"
Gratis ongkir banyak syarat tidak seperti dulu,1,0,gratis ongkir syarat,83,2,,0.8103,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['gratis', 'ongkir', 'syarat']"
tdk semua barang gratis ongkirr,3,1,barang gratis ongkirr,572,2,,0.8103,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'gratis', 'ongkirr']"
"profesional,cepat,tepat trampil",5,2,profesional cepat trampil,885,2,,0.81,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['profesional', 'cepat', 'trampil']"
Pesanan bagus cepat sampe nya,4,2,pesan cepat sampe,999,2,,0.8091,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['pesan', 'cepat', 'sampai']"
TOLONG YA SHOPEE GUA BELI BELI MERASA TIDAK ENAK SISTEM KIRIM NYA JAGAN GITU DARI BARANG DI KEMAS KASI RESI JADI KALO ADMIN YG JUAL GAK ON KALO KAMI PARA PEMBELI MAU CENCEL TIDAK NUNGGU SI ADMIN TOKO ONLINE BISA LANGSUNG OTOMATIS CENCEL (BARANG DI KEMAS YG ADA RESI NYA HARIS ADMIN ON KALO MAU CENCEL),3,1,tolong beli beli sistem kirim jagan barang kemas kasi resi admin jual on beli cencel nunggu admin toko online otomatis cencel barang kemas resi haris admin on cencel,664,2,,0.8089,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolong', 'beli', 'beli', 'sistem', 'kirim', 'jagan', 'barang', 'kemas', 'kasi', 'resi', 'admin', 'jual', 'on', 'beli', 'cencel', 'tunggu', 'admin', 'toko', 'online', 'otomatis', 'cencel', 'barang', 'kemas', 'resi', 'haris', 'admin', 'on', 'cencel']"
Proses cepat barang mantap,5,2,proses cepat barang,829,2,,0.8085,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['proses', 'cepat', 'barang']"
Tolong yah pengirimannya lebih cepat,3,1,tolong kirim cepat,525,2,,0.8079,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolong', 'kirim', 'cepat']"
Pengirimannya tolong lebih dipercepat,3,1,kirim tolong cepat,636,2,,0.8079,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['kirim', 'tolong', 'cepat']"
"Barang tidak di kirim, dana tidak di kembalikan. Tokopedia lebih bagus dari bukalapak sekarang!",1,0,barang kirim dana,52,2,,0.8078,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'kirim', 'dana']"
Aku mau beli pulsa listrik kok ga bisa kebuka ya,3,1,beli pulsa listrik,595,2,,0.8076,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beli', 'pulsa', 'listrik']"
Rating segini dulu sampai perbaiki pengiriman barangnya.. gk nyaman ketika tracking terkirim tapi barang belum ditangan.. toko sebelah juga ada free ongkir tapi gk begini amat.. kalau dikasih fitur memilih kurir sendiri lebih baik..,2,0,rating gin kirim barang nyaman tracking kirim barang tang toko belah free ongkir fitur pilih kurir,77,2,,0.8074,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['rating', 'gin', 'kirim', 'barang', 'nyaman', 'tracking', 'kirim', 'barang', 'tang', 'toko', 'belah', 'free', 'ongkir', 'fitur', 'pilih', 'kurir']"
Mahalll harga toko ya,1,0,mahalll harga toko,382,2,,0.8074,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['mahalll', 'harga', 'toko']"
Saya harap sekarang toko toko online memberikan gratis ongkir. Saya malas nya beli di sini adalah ongkir yg lebih mahal dari pada barang nya!??,3,1,harap toko toko online gratis ongkir malas beli ongkir mahal barang,552,2,,0.8068,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['harap', 'toko', 'toko', 'online', 'gratis', 'ongkir', 'malas', 'beli', 'ongkir', 'mahal', 'barang']"
kurir ramah pelayanan mantap terima kasih jd.id,5,2,kurir ramah layan,950,2,,0.8065,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['kurir', 'ramah', 'layan']"
"Awal nya saya puas belanja di jd. Id sampe terakhir order di official store lagi, harga memang promo, biasa nya kirim nya cepet sekali ternyata tertahan "" kiriman menunggu di serahkan ke kurir, namun sampe 2 minggu tak kunjung dikirim, sudah chat lggs gak di resfon da setelah di cek kembali orderan nya di batalkan sepihak tanpa ada alasan yang jelas, memang situasi saat pandemi tapi seharus nya tetap memberi service yang baik thp konsumen. Refund juga lama tertulis 1-3hari Refund nyata nya lama",3,1,belanja sampe order official store harga promo kirim cepet tahan kirim tunggu serah kurir sampe minggu kunjung kirim chat lggs resfon da cek order batal alas situasi pandemi service thp konsumen refund tulis refund,649,2,,0.8059,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['belanja', 'sampai', 'order', 'official', 'toko', 'harga', 'promo', 'kirim', 'cepat', 'tahan', 'kirim', 'tunggu', 'serah', 'kurir', 'sampai', 'minggu', 'kunjung', 'kirim', 'chat', 'lggs', 'resfon', 'da', 'cek', 'order', 'batal', 'alas', 'situasi', 'pandemi', 'service', 'thp', 'konsumen', 'refund', 'tulis', 'refund']"
Lazada mulai banyak toko2 penipu lagi Saya 3x ketipu berturut2,1,0,toko tipu tipu,56,2,,0.8056,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['toko', 'tipu', 'tipu']"
"Pengiriman tidak tanggap, Memberikan tenggang waktu lama untuk pengiriman barang dr seller ke pelanggan! idiot!",1,0,kirim tanggap tenggang kirim barang seller langgan idiot,7,2,,0.8051,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['kirim', 'tanggap', 'tenggang', 'kirim', 'barang', 'seller', 'langgan', 'idiot']"
Penbohong masa belum sampai 2 detik udah naik harganya lagi,1,0,penbohong detik harga,25,2,,0.8047,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['penbohong', 'detik', 'harga']"
"Good, semoga kedepannya lebih ditingkatkan lg customer servicenya, agar lebih cepat merespon keluhan user",5,2,tingkat lg customer servicenya cepat merespon keluh user,994,2,,0.8012,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tingkat', 'lagi', 'customer', 'servicenya', 'cepat', 'merespon', 'keluh', 'user']"
"Fitur chat nya misah dengan pesanan barang,aneh sekali,toko ny aja gatau kalo ada barang yg sudah dibayar pembeli",1,0,fitur chat misah pesan barang aneh toko ny barang bayar beli,390,2,,0.8005,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['fitur', 'chat', 'misah', 'pesan', 'barang', 'aneh', 'toko', 'ny', 'barang', 'bayar', 'beli']"
